Tarih;Saat;PTF;SMF;Pozitif Dengesizlik Fiyatı (TL/MWh);Negatif Dengesizlik Fiyatı (TL/MWh);SMF Yön
01.01.2024;00:00;1.299,98;560,00;543,20;1.338,98;Enerji Fazlası
01.01.2024;01:00;1.299,98;1.299,98;1.260,98;1.338,98;Enerji Fazlası
01.01.2024;02:00;1.248,54;1.248,54;1.211,08;1.286,00;Enerji Fazlası
01.01.2024;03:00;1.299,98;1.250,00;1.212,50;1.338,98;Enerji Fazlası
01.01.2024;04:00;1.200,00;1.150,00;1.115,50;1.236,00;Enerji Fazlası
01.01.2024;05:00;1.200,00;1.200,00;1.164,00;1.236,00;Enerji Fazlası
01.01.2024;06:00;1.248,54;1.248,54;1.211,08;1.286,00;Dengede
01.01.2024;07:00;1.299,99;1.299,99;1.260,99;1.338,99;Enerji Fazlası
01.01.2024;08:00;1.299,99;499,99;484,99;1.338,99;Enerji Fazlası
01.01.2024;09:00;1.399,98;5,00;4,85;1.441,98;Enerji Fazlası
01.01.2024;10:00;1.299,99;1,20;1,16;1.338,99;Enerji Fazlası
01.01.2024;11:00;1.200,00;1,19;1,15;1.236,00;Enerji Fazlası
01.01.2024;12:00;1.000,00;1,88;1,82;1.030,00;Enerji Fazlası
01.01.2024;13:00;1.199,99;500,00;485,00;1.235,99;Enerji Fazlası
01.01.2024;14:00;1.299,98;1.299,98;1.260,98;1.338,98;Dengede
01.01.2024;15:00;1.299,98;1.299,98;1.260,98;1.338,98;Enerji Fazlası
01.01.2024;16:00;1.915,15;2.400,00;1.857,70;2.472,00;Enerji Açığı
01.01.2024;17:00;2.525,00;2.525,00;2.449,25;2.600,75;Enerji Açığı
01.01.2024;18:00;2.601,44;2.601,44;2.523,40;2.679,48;Enerji Açığı
01.01.2024;19:00;2.200,01;2.200,01;2.134,01;2.266,01;Dengede
01.01.2024;20:00;1.999,99;1.861,00;1.805,17;2.059,99;Enerji Fazlası
01.01.2024;21:00;1.615,00;700,00;679,00;1.663,45;Enerji Fazlası
01.01.2024;22:00;1.299,98;630,00;611,10;1.338,98;Enerji Fazlası
01.01.2024;23:00;913,64;100,00;97,00;941,05;Enerji Fazlası
02.01.2024;00:00;1.299,99;560,00;543,20;1.338,99;Enerji Fazlası
02.01.2024;01:00;1.299,99;500,00;485,00;1.338,99;Enerji Fazlası
02.01.2024;02:00;1.285,81;30,00;29,10;1.324,38;Enerji Fazlası
02.01.2024;03:00;1.299,98;450,00;436,50;1.338,98;Enerji Fazlası
02.01.2024;04:00;1.285,82;560,00;543,20;1.324,39;Enerji Fazlası
02.01.2024;05:00;1.285,82;560,00;543,20;1.324,39;Enerji Fazlası
02.01.2024;06:00;1.285,81;700,00;679,00;1.324,38;Enerji Fazlası
02.01.2024;07:00;1.799,99;1.559,99;1.513,19;1.853,99;Enerji Fazlası
02.01.2024;08:00;2.649,00;1.648,00;1.598,56;2.728,47;Enerji Fazlası
02.01.2024;09:00;2.700,00;2.200,00;2.134,00;2.781,00;Enerji Fazlası
02.01.2024;10:00;2.398,00;2.028,00;1.967,16;2.469,94;Enerji Fazlası
02.01.2024;11:00;2.399,98;2.399,98;2.327,98;2.471,98;Enerji Açığı
02.01.2024;12:00;1.974,00;1.974,00;1.914,78;2.033,22;Dengede
02.01.2024;13:00;2.049,99;2.178,00;1.988,49;2.243,34;Enerji Açığı
02.01.2024;14:00;2.248,00;2.500,00;2.180,56;2.575,00;Enerji Açığı
02.01.2024;15:00;2.300,00;2.600,00;2.231,00;2.678,00;Enerji Açığı
02.01.2024;16:00;2.525,00;2.689,00;2.449,25;2.769,67;Enerji Açığı
02.01.2024;17:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
02.01.2024;18:00;2.700,00;2.600,00;2.522,00;2.781,00;Enerji Fazlası
02.01.2024;19:00;2.500,01;2.102,01;2.038,95;2.575,01;Enerji Fazlası
02.01.2024;20:00;2.482,00;2.083,11;2.020,62;2.556,46;Enerji Fazlası
02.01.2024;21:00;2.481,99;1.950,00;1.891,50;2.556,45;Enerji Fazlası
02.01.2024;22:00;2.298,01;1.700,00;1.649,00;2.366,95;Enerji Fazlası
02.01.2024;23:00;2.198,00;1.698,00;1.647,06;2.263,94;Enerji Fazlası
03.01.2024;00:00;2.325,00;2.389,00;2.255,25;2.460,67;Enerji Açığı
03.01.2024;01:00;2.248,00;2.248,00;2.180,56;2.315,44;Enerji Açığı
03.01.2024;02:00;2.188,00;2.188,00;2.122,36;2.253,64;Enerji Açığı
03.01.2024;03:00;2.188,00;2.188,00;2.122,36;2.253,64;Dengede
03.01.2024;04:00;2.098,00;2.098,00;2.035,06;2.160,94;Enerji Fazlası
03.01.2024;05:00;1.449,98;700,00;679,00;1.493,48;Enerji Fazlası
03.01.2024;06:00;1.349,99;1.100,00;1.067,00;1.390,49;Enerji Fazlası
03.01.2024;07:00;2.110,66;1.297,00;1.258,09;2.173,98;Enerji Fazlası
03.01.2024;08:00;2.649,00;2.649,00;2.569,53;2.728,47;Enerji Açığı
03.01.2024;09:00;2.690,02;2.693,03;2.609,32;2.773,82;Enerji Açığı
03.01.2024;10:00;2.379,99;2.394,00;2.308,59;2.465,82;Enerji Açığı
03.01.2024;11:00;2.288,00;2.394,00;2.219,36;2.465,82;Enerji Açığı
03.01.2024;12:00;1.349,99;1.649,99;1.309,49;1.699,49;Enerji Açığı
03.01.2024;13:00;1.449,99;1.949,99;1.406,49;2.008,49;Enerji Açığı
03.01.2024;14:00;2.146,78;2.394,00;2.082,38;2.465,82;Enerji Açığı
03.01.2024;15:00;2.288,01;2.394,00;2.219,37;2.465,82;Enerji Açığı
03.01.2024;16:00;2.380,00;1.912,00;1.854,64;2.451,40;Enerji Fazlası
03.01.2024;17:00;2.600,00;2.600,00;2.522,00;2.678,00;Enerji Açığı
03.01.2024;18:00;2.594,00;2.689,00;2.516,18;2.769,67;Enerji Açığı
03.01.2024;19:00;2.299,98;2.689,00;2.230,98;2.769,67;Enerji Açığı
03.01.2024;20:00;1.968,00;2.650,00;1.908,96;2.729,50;Enerji Açığı
03.01.2024;21:00;2.288,01;2.644,00;2.219,37;2.723,32;Enerji Açığı
03.01.2024;22:00;2.185,01;1.551,00;1.504,47;2.250,56;Enerji Fazlası
03.01.2024;23:00;1.998,00;700,00;679,00;2.057,94;Enerji Fazlası
04.01.2024;00:00;2.199,99;1.078,00;1.045,66;2.265,99;Enerji Fazlası
04.01.2024;01:00;1.608,48;1.608,48;1.560,23;1.656,73;Enerji Fazlası
04.01.2024;02:00;1.248,99;1.248,99;1.211,52;1.286,46;Enerji Fazlası
04.01.2024;03:00;1.184,35;1.184,35;1.148,82;1.219,88;Dengede
04.01.2024;04:00;1.248,98;1.248,98;1.211,51;1.286,45;Dengede
04.01.2024;05:00;1.449,99;1.449,99;1.406,49;1.493,49;Dengede
04.01.2024;06:00;2.240,00;2.290,00;2.172,80;2.358,70;Enerji Açığı
04.01.2024;07:00;2.148,00;2.148,00;2.083,56;2.212,44;Enerji Açığı
04.01.2024;08:00;2.600,00;2.693,01;2.522,00;2.773,80;Enerji Açığı
04.01.2024;09:00;2.689,01;2.694,00;2.608,34;2.774,82;Enerji Açığı
04.01.2024;10:00;2.599,99;2.693,05;2.521,99;2.773,84;Enerji Açığı
04.01.2024;11:00;2.626,26;2.694,00;2.547,47;2.774,82;Enerji Açığı
04.01.2024;12:00;2.249,00;2.650,00;2.181,53;2.729,50;Enerji Açığı
04.01.2024;13:00;2.150,01;2.649,00;2.085,51;2.728,47;Enerji Açığı
04.01.2024;14:00;1.895,00;2.599,99;1.838,15;2.677,99;Enerji Açığı
04.01.2024;15:00;2.148,01;2.600,00;2.083,57;2.678,00;Enerji Açığı
04.01.2024;16:00;2.348,01;2.649,00;2.277,57;2.728,47;Enerji Açığı
04.01.2024;17:00;2.613,64;2.678,00;2.535,23;2.758,34;Enerji Açığı
04.01.2024;18:00;2.521,90;2.598,00;2.446,24;2.675,94;Enerji Açığı
04.01.2024;19:00;2.208,01;2.208,01;2.141,77;2.274,25;Dengede
04.01.2024;20:00;2.348,00;2.348,00;2.277,56;2.418,44;Enerji Fazlası
04.01.2024;21:00;2.360,00;2.360,00;2.289,20;2.430,80;Enerji Fazlası
04.01.2024;22:00;2.015,00;2.015,00;1.954,55;2.075,45;Dengede
04.01.2024;23:00;1.349,99;1.349,99;1.309,49;1.390,49;Enerji Fazlası
05.01.2024;00:00;1.349,99;849,99;824,49;1.390,49;Enerji Fazlası
05.01.2024;01:00;1.694,17;800,00;776,00;1.745,00;Enerji Fazlası
05.01.2024;02:00;1.800,01;700,00;679,00;1.854,01;Enerji Fazlası
05.01.2024;03:00;1.999,99;700,00;679,00;2.059,99;Enerji Fazlası
05.01.2024;04:00;2.250,01;700,00;679,00;2.317,51;Enerji Fazlası
05.01.2024;05:00;2.295,00;700,00;679,00;2.363,85;Enerji Fazlası
05.01.2024;06:00;2.325,00;1.411,00;1.368,67;2.394,75;Enerji Fazlası
05.01.2024;07:00;2.288,01;1.111,00;1.077,67;2.356,65;Enerji Fazlası
05.01.2024;08:00;2.584,01;1.888,00;1.831,36;2.661,53;Enerji Fazlası
05.01.2024;09:00;2.689,00;2.693,01;2.608,33;2.773,80;Enerji Açığı
05.01.2024;10:00;2.469,21;1.851,00;1.795,47;2.543,29;Enerji Fazlası
05.01.2024;11:00;2.549,00;2.549,00;2.472,53;2.625,47;Enerji Fazlası
05.01.2024;12:00;2.124,00;1.651,00;1.601,47;2.187,72;Enerji Fazlası
05.01.2024;13:00;2.015,00;560,00;543,20;2.075,45;Enerji Fazlası
05.01.2024;14:00;2.448,00;1.200,00;1.164,00;2.521,44;Enerji Fazlası
05.01.2024;15:00;2.399,99;1.111,00;1.077,67;2.471,99;Enerji Fazlası
05.01.2024;16:00;2.625,00;1.306,00;1.266,82;2.703,75;Enerji Fazlası
05.01.2024;17:00;2.700,00;1.900,00;1.843,00;2.781,00;Enerji Fazlası
05.01.2024;18:00;2.700,00;2.100,00;2.037,00;2.781,00;Enerji Fazlası
05.01.2024;19:00;2.689,00;2.100,00;2.037,00;2.769,67;Enerji Fazlası
05.01.2024;20:00;2.649,00;2.100,00;2.037,00;2.728,47;Enerji Fazlası
05.01.2024;21:00;2.452,00;1.851,00;1.795,47;2.525,56;Enerji Fazlası
05.01.2024;22:00;2.294,01;1.794,01;1.740,19;2.362,83;Enerji Fazlası
05.01.2024;23:00;2.288,01;1.851,00;1.795,47;2.356,65;Enerji Fazlası
06.01.2024;00:00;2.295,00;1.751,00;1.698,47;2.363,85;Enerji Fazlası
06.01.2024;01:00;2.247,99;1.800,00;1.746,00;2.315,43;Enerji Fazlası
06.01.2024;02:00;2.295,32;2.295,32;2.226,46;2.364,18;Enerji Fazlası
06.01.2024;03:00;2.149,98;2.149,98;2.085,48;2.214,48;Enerji Fazlası
06.01.2024;04:00;2.015,00;1.616,00;1.567,52;2.075,45;Enerji Fazlası
06.01.2024;05:00;2.049,00;2.044,00;1.982,68;2.110,47;Enerji Fazlası
06.01.2024;06:00;2.239,99;2.239,98;2.172,78;2.307,19;Enerji Fazlası
06.01.2024;07:00;2.400,01;1.900,01;1.843,01;2.472,01;Enerji Fazlası
06.01.2024;08:00;2.700,00;2.100,00;2.037,00;2.781,00;Enerji Fazlası
06.01.2024;09:00;2.700,00;2.100,00;2.037,00;2.781,00;Enerji Fazlası
06.01.2024;10:00;2.380,00;630,00;611,10;2.451,40;Enerji Fazlası
06.01.2024;11:00;1.500,00;560,00;543,20;1.545,00;Enerji Fazlası
06.01.2024;12:00;980,00;1,20;1,16;1.009,40;Enerji Fazlası
06.01.2024;13:00;1.204,64;1,00;0,97;1.240,78;Enerji Fazlası
06.01.2024;14:00;1.349,99;1,20;1,16;1.390,49;Enerji Fazlası
06.01.2024;15:00;1.349,99;240,00;232,80;1.390,49;Enerji Fazlası
06.01.2024;16:00;1.643,90;630,00;611,10;1.693,22;Enerji Fazlası
06.01.2024;17:00;2.599,98;1.800,00;1.746,00;2.677,98;Enerji Fazlası
06.01.2024;18:00;2.601,44;2.000,00;1.940,00;2.679,48;Enerji Fazlası
06.01.2024;19:00;2.424,99;1.924,99;1.867,24;2.497,74;Enerji Fazlası
06.01.2024;20:00;2.325,00;650,00;630,50;2.394,75;Enerji Fazlası
06.01.2024;21:00;2.239,99;625,00;606,25;2.307,19;Enerji Fazlası
06.01.2024;22:00;1.204,63;500,00;485,00;1.240,77;Enerji Fazlası
06.01.2024;23:00;250,01;250,01;242,51;257,51;Enerji Fazlası
07.01.2024;00:00;1.349,98;1.349,97;1.309,47;1.390,48;Enerji Fazlası
07.01.2024;01:00;1.199,99;700,00;679,00;1.235,99;Enerji Fazlası
07.01.2024;02:00;1.144,63;744,63;722,29;1.178,97;Enerji Fazlası
07.01.2024;03:00;500,00;500,00;485,00;515,00;Dengede
07.01.2024;04:00;447,07;747,07;433,66;769,48;Enerji Açığı
07.01.2024;05:00;274,99;10,00;9,70;283,24;Enerji Fazlası
07.01.2024;06:00;741,99;1.091,99;719,73;1.124,75;Enerji Açığı
07.01.2024;07:00;566,99;966,99;549,98;996,00;Enerji Açığı
07.01.2024;08:00;1.144,63;1.144,63;1.110,29;1.178,97;Enerji Açığı
07.01.2024;09:00;275,00;625,00;266,75;643,75;Enerji Açığı
07.01.2024;10:00;115,01;1.250,00;111,56;1.287,50;Enerji Açığı
07.01.2024;11:00;110,85;990,00;107,52;1.019,70;Enerji Açığı
07.01.2024;12:00;102,26;990,00;99,19;1.019,70;Enerji Açığı
07.01.2024;13:00;110,99;1.700,00;107,66;1.751,00;Enerji Açığı
07.01.2024;14:00;274,99;1.700,01;266,74;1.751,01;Enerji Açığı
07.01.2024;15:00;945,15;1.700,01;916,80;1.751,01;Enerji Açığı
07.01.2024;16:00;1.144,64;1.936,00;1.110,30;1.994,08;Enerji Açığı
07.01.2024;17:00;1.745,16;2.095,16;1.692,81;2.158,01;Enerji Açığı
07.01.2024;18:00;1.988,00;1.988,00;1.928,36;2.047,64;Enerji Açığı
07.01.2024;19:00;1.449,99;1.749,99;1.406,49;1.802,49;Enerji Açığı
07.01.2024;20:00;1.500,00;1.515,00;1.455,00;1.560,45;Enerji Açığı
07.01.2024;21:00;1.514,20;1.700,00;1.468,77;1.751,00;Enerji Açığı
07.01.2024;22:00;116,45;116,45;112,96;119,94;Enerji Fazlası
07.01.2024;23:00;129,99;129,99;126,09;133,89;Enerji Fazlası
08.01.2024;00:00;275,00;2,10;2,04;283,25;Enerji Fazlası
08.01.2024;01:00;129,99;2,10;2,04;133,89;Enerji Fazlası
08.01.2024;02:00;115,01;1,90;1,84;118,46;Enerji Fazlası
08.01.2024;03:00;110,86;1,60;1,55;114,19;Enerji Fazlası
08.01.2024;04:00;110,86;1,60;1,55;114,19;Enerji Fazlası
08.01.2024;05:00;115,00;230,00;111,55;236,90;Enerji Açığı
08.01.2024;06:00;275,00;1.025,00;266,75;1.055,75;Enerji Açığı
08.01.2024;07:00;1.000,00;1.400,00;970,00;1.442,00;Enerji Açığı
08.01.2024;08:00;2.500,00;2.500,00;2.425,00;2.575,00;Enerji Açığı
08.01.2024;09:00;2.525,00;2.693,01;2.449,25;2.773,80;Enerji Açığı
08.01.2024;10:00;1.614,99;2.200,00;1.566,54;2.266,00;Enerji Açığı
08.01.2024;11:00;2.088,01;2.600,00;2.025,37;2.678,00;Enerji Açığı
08.01.2024;12:00;1.137,63;1.698,00;1.103,50;1.748,94;Enerji Açığı
08.01.2024;13:00;1.349,99;2.489,00;1.309,49;2.563,67;Enerji Açığı
08.01.2024;14:00;2.176,00;2.489,00;2.110,72;2.563,67;Enerji Açığı
08.01.2024;15:00;2.239,99;2.559,99;2.172,79;2.636,79;Enerji Açığı
08.01.2024;16:00;2.239,99;2.626,26;2.172,79;2.705,05;Enerji Açığı
08.01.2024;17:00;2.649,00;2.694,04;2.569,53;2.774,86;Enerji Açığı
08.01.2024;18:00;2.649,01;2.694,03;2.569,54;2.774,85;Enerji Açığı
08.01.2024;19:00;2.625,00;2.694,00;2.546,25;2.774,82;Enerji Açığı
08.01.2024;20:00;2.490,00;2.490,00;2.415,30;2.564,70;Enerji Açığı
08.01.2024;21:00;2.425,00;2.425,00;2.352,25;2.497,75;Enerji Açığı
08.01.2024;22:00;2.240,00;2.425,00;2.172,80;2.497,75;Enerji Açığı
08.01.2024;23:00;2.097,08;2.425,00;2.034,17;2.497,75;Enerji Açığı
09.01.2024;00:00;2.459,99;2.459,99;2.386,19;2.533,79;Enerji Açığı
09.01.2024;01:00;2.108,00;2.108,00;2.044,76;2.171,24;Enerji Fazlası
09.01.2024;02:00;1.400,00;1.400,00;1.358,00;1.442,00;Enerji Fazlası
09.01.2024;03:00;1.349,99;1.349,99;1.309,49;1.390,49;Enerji Fazlası
09.01.2024;04:00;1.349,98;700,00;679,00;1.390,48;Enerji Fazlası
09.01.2024;05:00;1.349,98;1.543,30;1.309,48;1.589,60;Enerji Açığı
09.01.2024;06:00;1.349,99;1.600,00;1.309,49;1.648,00;Enerji Açığı
09.01.2024;07:00;1.900,01;2.200,00;1.843,01;2.266,00;Enerji Açığı
09.01.2024;08:00;2.499,99;2.499,99;2.424,99;2.574,99;Enerji Açığı
09.01.2024;09:00;2.689,00;2.689,00;2.608,33;2.769,67;Enerji Açığı
09.01.2024;10:00;2.647,99;2.647,99;2.568,55;2.727,43;Enerji Açığı
09.01.2024;11:00;2.689,00;2.689,00;2.608,33;2.769,67;Enerji Açığı
09.01.2024;12:00;2.217,99;2.217,99;2.151,45;2.284,53;Enerji Açığı
09.01.2024;13:00;2.249,99;2.350,00;2.182,49;2.420,50;Enerji Açığı
09.01.2024;14:00;2.499,01;2.690,00;2.424,04;2.770,70;Enerji Açığı
09.01.2024;15:00;2.404,73;2.651,73;2.332,59;2.731,28;Enerji Açığı
09.01.2024;16:00;2.599,00;2.599,00;2.521,03;2.676,97;Enerji Açığı
09.01.2024;17:00;2.550,00;2.550,00;2.473,50;2.626,50;Enerji Açığı
09.01.2024;18:00;2.487,23;2.487,23;2.412,61;2.561,85;Enerji Açığı
09.01.2024;19:00;1.894,99;2.350,00;1.838,14;2.420,50;Enerji Açığı
09.01.2024;20:00;2.014,99;2.387,00;1.954,54;2.458,61;Enerji Açığı
09.01.2024;21:00;2.015,00;2.387,00;1.954,55;2.458,61;Enerji Açığı
09.01.2024;22:00;1.575,88;2.387,00;1.528,60;2.458,61;Enerji Açığı
09.01.2024;23:00;1.249,99;2.350,00;1.212,49;2.420,50;Enerji Açığı
10.01.2024;00:00;1.349,98;2.400,00;1.309,48;2.472,00;Enerji Açığı
10.01.2024;01:00;1.575,89;2.447,00;1.528,61;2.520,41;Enerji Açığı
10.01.2024;02:00;1.350,00;2.447,00;1.309,50;2.520,41;Enerji Açığı
10.01.2024;03:00;1.349,98;2.390,00;1.309,48;2.461,70;Enerji Açığı
10.01.2024;04:00;1.189,82;1.514,73;1.154,13;1.560,17;Enerji Açığı
10.01.2024;05:00;1.349,98;1.514,73;1.309,48;1.560,17;Enerji Açığı
10.01.2024;06:00;1.400,01;2.400,00;1.358,01;2.472,00;Enerji Açığı
10.01.2024;07:00;2.299,09;2.689,00;2.230,12;2.769,67;Enerji Açığı
10.01.2024;08:00;2.240,00;2.650,00;2.172,80;2.729,50;Enerji Açığı
10.01.2024;09:00;2.500,00;2.500,00;2.425,00;2.575,00;Enerji Açığı
10.01.2024;10:00;2.500,01;2.500,01;2.425,01;2.575,01;Enerji Açığı
10.01.2024;11:00;2.499,00;2.499,00;2.424,03;2.573,97;Enerji Açığı
10.01.2024;12:00;2.147,23;2.200,00;2.082,81;2.266,00;Enerji Açığı
10.01.2024;13:00;2.199,00;2.346,00;2.133,03;2.416,38;Enerji Açığı
10.01.2024;14:00;2.350,00;2.350,00;2.279,50;2.420,50;Enerji Açığı
10.01.2024;15:00;2.427,22;2.427,22;2.354,40;2.500,04;Enerji Açığı
10.01.2024;16:00;2.467,23;2.467,23;2.393,21;2.541,25;Enerji Açığı
10.01.2024;17:00;2.549,98;2.549,98;2.473,48;2.626,48;Enerji Açığı
10.01.2024;18:00;2.379,99;2.379,99;2.308,59;2.451,39;Enerji Açığı
10.01.2024;19:00;2.299,01;2.299,00;2.230,03;2.367,98;Enerji Fazlası
10.01.2024;20:00;2.200,01;2.325,01;2.134,01;2.394,76;Enerji Açığı
10.01.2024;21:00;2.399,00;2.500,00;2.327,03;2.575,00;Enerji Açığı
10.01.2024;22:00;2.271,99;2.271,99;2.203,83;2.340,15;Enerji Açığı
10.01.2024;23:00;2.015,00;2.297,00;1.954,55;2.365,91;Enerji Açığı
11.01.2024;00:00;1.274,99;1.471,74;1.236,74;1.515,89;Enerji Açığı
11.01.2024;01:00;1.248,99;1.598,99;1.211,52;1.646,96;Enerji Açığı
11.01.2024;02:00;1.349,98;2.046,98;1.309,48;2.108,39;Enerji Açığı
11.01.2024;03:00;1.248,99;1.945,99;1.211,52;2.004,37;Enerji Açığı
11.01.2024;04:00;1.249,00;1.946,00;1.211,53;2.004,38;Enerji Açığı
11.01.2024;05:00;1.349,99;2.300,00;1.309,49;2.369,00;Enerji Açığı
11.01.2024;06:00;2.000,00;2.489,00;1.940,00;2.563,67;Enerji Açığı
11.01.2024;07:00;1.845,69;2.680,00;1.790,32;2.760,40;Enerji Açığı
11.01.2024;08:00;2.153,64;2.693,01;2.089,03;2.773,80;Enerji Açığı
11.01.2024;09:00;2.597,07;2.694,04;2.519,16;2.774,86;Enerji Açığı
11.01.2024;10:00;2.544,43;2.694,03;2.468,10;2.774,85;Enerji Açığı
11.01.2024;11:00;2.597,07;2.694,04;2.519,16;2.774,86;Enerji Açığı
11.01.2024;12:00;2.234,07;2.597,08;2.167,05;2.674,99;Enerji Açığı
11.01.2024;13:00;2.436,69;2.694,01;2.363,59;2.774,83;Enerji Açığı
11.01.2024;14:00;2.550,00;2.695,50;2.473,50;2.776,36;Enerji Açığı
11.01.2024;15:00;2.645,01;2.695,51;2.565,66;2.776,38;Enerji Açığı
11.01.2024;16:00;2.688,00;2.698,01;2.607,36;2.778,95;Enerji Açığı
11.01.2024;17:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
11.01.2024;18:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
11.01.2024;19:00;2.646,69;2.695,51;2.567,29;2.776,38;Enerji Açığı
11.01.2024;20:00;2.599,98;2.694,00;2.521,98;2.774,82;Enerji Açığı
11.01.2024;21:00;2.459,99;2.680,00;2.386,19;2.760,40;Enerji Açığı
11.01.2024;22:00;2.287,07;2.539,00;2.218,46;2.615,17;Enerji Açığı
11.01.2024;23:00;2.146,01;2.350,00;2.081,63;2.420,50;Enerji Açığı
12.01.2024;00:00;2.500,00;2.153,00;2.088,41;2.575,00;Enerji Fazlası
12.01.2024;01:00;2.300,01;2.000,00;1.940,00;2.369,01;Enerji Fazlası
12.01.2024;02:00;2.176,00;2.176,00;2.110,72;2.241,28;Dengede
12.01.2024;03:00;2.149,00;1.802,00;1.747,94;2.213,47;Enerji Fazlası
12.01.2024;04:00;2.000,00;1.500,00;1.455,00;2.060,00;Enerji Fazlası
12.01.2024;05:00;2.149,00;1.902,00;1.844,94;2.213,47;Enerji Fazlası
12.01.2024;06:00;2.379,00;2.379,00;2.307,63;2.450,37;Enerji Açığı
12.01.2024;07:00;2.225,64;2.350,00;2.158,87;2.420,50;Enerji Açığı
12.01.2024;08:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
12.01.2024;09:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
12.01.2024;10:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
12.01.2024;11:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
12.01.2024;12:00;2.499,99;2.693,01;2.424,99;2.773,80;Enerji Açığı
12.01.2024;13:00;2.391,91;2.391,91;2.320,15;2.463,67;Enerji Açığı
12.01.2024;14:00;2.490,00;2.567,89;2.415,30;2.644,93;Enerji Açığı
12.01.2024;15:00;2.477,23;2.477,23;2.402,91;2.551,55;Enerji Açığı
12.01.2024;16:00;2.399,99;2.649,99;2.327,99;2.729,49;Enerji Açığı
12.01.2024;17:00;2.499,98;2.567,89;2.424,98;2.644,93;Enerji Açığı
12.01.2024;18:00;2.112,99;2.350,00;2.049,60;2.420,50;Enerji Açığı
12.01.2024;19:00;2.049,00;2.400,00;1.987,53;2.472,00;Enerji Açığı
12.01.2024;20:00;2.390,00;2.390,00;2.318,30;2.461,70;Enerji Açığı
12.01.2024;21:00;2.390,00;2.390,00;2.318,30;2.461,70;Enerji Fazlası
12.01.2024;22:00;2.112,53;2.112,53;2.049,15;2.175,91;Dengede
12.01.2024;23:00;1.497,98;2.247,98;1.453,04;2.315,42;Enerji Açığı
13.01.2024;00:00;1.497,97;2.397,00;1.453,03;2.468,91;Enerji Açığı
13.01.2024;01:00;1.248,98;2.397,00;1.211,51;2.468,91;Enerji Açığı
13.01.2024;02:00;1.248,99;2.397,00;1.211,52;2.468,91;Enerji Açığı
13.01.2024;03:00;1.248,99;2.050,00;1.211,52;2.111,50;Enerji Açığı
13.01.2024;04:00;1.248,99;2.397,00;1.211,52;2.468,91;Enerji Açığı
13.01.2024;05:00;1.350,00;2.598,00;1.309,50;2.675,94;Enerji Açığı
13.01.2024;06:00;1.253,12;2.497,00;1.215,53;2.571,91;Enerji Açığı
13.01.2024;07:00;1.772,00;2.397,00;1.718,84;2.468,91;Enerji Açığı
13.01.2024;08:00;2.153,64;2.447,00;2.089,03;2.520,41;Enerji Açığı
13.01.2024;09:00;2.487,24;2.600,00;2.412,62;2.678,00;Enerji Açığı
13.01.2024;10:00;2.107,00;2.600,00;2.043,79;2.678,00;Enerji Açığı
13.01.2024;11:00;2.499,01;2.690,00;2.424,04;2.770,70;Enerji Açığı
13.01.2024;12:00;1.901,22;2.499,99;1.844,18;2.574,99;Enerji Açığı
13.01.2024;13:00;2.100,00;2.567,89;2.037,00;2.644,93;Enerji Açığı
13.01.2024;14:00;2.190,00;2.600,00;2.124,30;2.678,00;Enerji Açığı
13.01.2024;15:00;2.199,00;2.690,00;2.133,03;2.770,70;Enerji Açığı
13.01.2024;16:00;2.190,00;2.690,00;2.124,30;2.770,70;Enerji Açığı
13.01.2024;17:00;2.390,00;2.600,00;2.318,30;2.678,00;Enerji Açığı
13.01.2024;18:00;2.649,01;2.695,00;2.569,54;2.775,85;Enerji Açığı
13.01.2024;19:00;2.549,99;2.694,04;2.473,49;2.774,86;Enerji Açığı
13.01.2024;20:00;2.389,99;2.680,00;2.318,29;2.760,40;Enerji Açığı
13.01.2024;21:00;2.396,27;2.516,27;2.324,38;2.591,76;Enerji Açığı
13.01.2024;22:00;2.299,01;2.299,01;2.230,04;2.367,98;Enerji Fazlası
13.01.2024;23:00;2.244,99;2.245,00;2.177,64;2.312,35;Enerji Açığı
14.01.2024;00:00;2.499,99;2.499,99;2.424,99;2.574,99;Enerji Fazlası
14.01.2024;01:00;2.190,00;2.190,00;2.124,30;2.255,70;Enerji Fazlası
14.01.2024;02:00;2.180,98;2.180,98;2.115,55;2.246,41;Enerji Fazlası
14.01.2024;03:00;1.500,00;1.500,00;1.455,00;1.545,00;Dengede
14.01.2024;04:00;1.497,97;1.497,97;1.453,03;1.542,91;Dengede
14.01.2024;05:00;2.180,98;2.180,98;2.115,55;2.246,41;Enerji Fazlası
14.01.2024;06:00;2.400,00;2.400,00;2.328,00;2.472,00;Dengede
14.01.2024;07:00;2.499,00;2.499,00;2.424,03;2.573,97;Enerji Fazlası
14.01.2024;08:00;2.599,98;1.600,00;1.552,00;2.677,98;Enerji Fazlası
14.01.2024;09:00;2.489,99;1.500,00;1.455,00;2.564,69;Enerji Fazlası
