Tarih;Saat;PTF;SMF;Pozitif Dengesizlik Fiyatı (TL/MWh);Negatif Dengesizlik Fiyatı (TL/MWh);SMF Yön
18.06.2024;18:00;1.149,98;2.680,00;1.115,48;2.760,40;Enerji Açığı
18.06.2024;19:00;2.001,99;2.691,03;1.941,93;2.771,76;Enerji Açığı
18.06.2024;20:00;2.398,18;2.691,04;2.326,23;2.771,77;Enerji Açığı
18.06.2024;21:00;2.561,01;2.691,05;2.484,18;2.771,78;Enerji Açığı
18.06.2024;22:00;2.199,99;2.691,02;2.133,99;2.771,75;Enerji Açığı
18.06.2024;23:00;1.300,00;2.685,00;1.261,00;2.765,55;Enerji Açığı
19.06.2024;00:00;2.300,00;2.691,01;2.231,00;2.771,74;Enerji Açığı
19.06.2024;01:00;1.300,00;2.691,00;1.261,00;2.771,73;Enerji Açığı
19.06.2024;02:00;900,00;2.691,00;873,00;2.771,73;Enerji Açığı
19.06.2024;03:00;1.300,00;2.648,48;1.261,00;2.727,93;Enerji Açığı
19.06.2024;04:00;1.439,00;2.648,48;1.395,83;2.727,93;Enerji Açığı
19.06.2024;05:00;900,00;1.900,00;873,00;1.957,00;Enerji Açığı
19.06.2024;06:00;1.196,19;950,00;921,50;1.232,08;Enerji Fazlası
19.06.2024;07:00;252,17;0,00;0,00;259,74;Enerji Fazlası
19.06.2024;08:00;132,00;0,00;0,00;135,96;Enerji Fazlası
19.06.2024;09:00;120,01;0,00;0,00;123,61;Enerji Fazlası
19.06.2024;10:00;399,19;199,19;193,21;411,17;Enerji Fazlası
19.06.2024;11:00;132,00;15,00;14,55;135,96;Enerji Fazlası
19.06.2024;12:00;150,00;150,00;145,50;154,50;Dengede
19.06.2024;13:00;399,18;1.185,00;387,20;1.220,55;Enerji Açığı
19.06.2024;14:00;989,00;1.185,00;959,33;1.220,55;Enerji Açığı
19.06.2024;15:00;900,00;1.185,00;873,00;1.220,55;Enerji Açığı
19.06.2024;16:00;1.300,00;2.050,00;1.261,00;2.111,50;Enerji Açığı
19.06.2024;17:00;1.608,49;2.691,00;1.560,24;2.771,73;Enerji Açığı
19.06.2024;18:00;1.796,66;2.691,07;1.742,76;2.771,80;Enerji Açığı
19.06.2024;19:00;2.525,00;2.692,01;2.449,25;2.772,77;Enerji Açığı
19.06.2024;20:00;2.699,42;2.699,52;2.618,44;2.780,51;Enerji Açığı
19.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
19.06.2024;22:00;2.629,01;2.691,02;2.550,14;2.771,75;Enerji Açığı
19.06.2024;23:00;2.548,99;2.691,03;2.472,52;2.771,76;Enerji Açığı
20.06.2024;00:00;2.659,99;2.691,03;2.580,19;2.771,76;Enerji Açığı
20.06.2024;01:00;2.600,00;2.691,04;2.522,00;2.771,77;Enerji Açığı
20.06.2024;02:00;2.477,44;2.691,00;2.403,12;2.771,73;Enerji Açığı
20.06.2024;03:00;2.524,99;2.519,99;2.444,39;2.600,74;Enerji Fazlası
20.06.2024;04:00;2.474,99;2.274,99;2.206,74;2.549,24;Enerji Fazlası
20.06.2024;05:00;2.199,98;1.999,98;1.939,98;2.265,98;Enerji Fazlası
20.06.2024;06:00;1.149,99;1.149,99;1.115,49;1.184,49;Dengede
20.06.2024;07:00;500,00;500,00;485,00;515,00;Enerji Fazlası
20.06.2024;08:00;2.112,53;600,00;582,00;2.175,91;Enerji Fazlası
20.06.2024;09:00;2.599,99;2.224,99;2.158,24;2.677,99;Enerji Fazlası
20.06.2024;10:00;2.543,67;2.691,02;2.467,36;2.771,75;Enerji Açığı
20.06.2024;11:00;1.968,00;2.691,03;1.908,96;2.771,76;Enerji Açığı
20.06.2024;12:00;899,99;2.691,00;872,99;2.771,73;Enerji Açığı
20.06.2024;13:00;1.998,23;2.691,03;1.938,28;2.771,76;Enerji Açığı
20.06.2024;14:00;2.598,99;2.691,04;2.521,02;2.771,77;Enerji Açığı
20.06.2024;15:00;2.667,67;2.691,04;2.587,64;2.771,77;Enerji Açığı
20.06.2024;16:00;2.699,01;2.699,07;2.618,04;2.780,04;Enerji Açığı
20.06.2024;17:00;2.688,99;2.691,05;2.608,32;2.771,78;Enerji Açığı
20.06.2024;18:00;2.650,00;2.692,00;2.570,50;2.772,76;Enerji Açığı
20.06.2024;19:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
20.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
20.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
20.06.2024;22:00;2.661,99;2.695,00;2.582,13;2.775,85;Enerji Açığı
20.06.2024;23:00;2.343,39;2.693,01;2.273,09;2.773,80;Enerji Açığı
21.06.2024;00:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
21.06.2024;01:00;2.573,61;2.691,05;2.496,40;2.771,78;Enerji Açığı
21.06.2024;02:00;2.450,75;2.691,00;2.377,23;2.771,73;Enerji Açığı
21.06.2024;03:00;1.777,99;2.640,00;1.724,65;2.719,20;Enerji Açığı
21.06.2024;04:00;1.500,00;2.600,00;1.455,00;2.678,00;Enerji Açığı
21.06.2024;05:00;1.300,00;2.600,00;1.261,00;2.678,00;Enerji Açığı
21.06.2024;06:00;1.248,00;2.600,00;1.210,56;2.678,00;Enerji Açığı
21.06.2024;07:00;500,00;2.600,00;485,00;2.678,00;Enerji Açığı
21.06.2024;08:00;1.998,89;2.400,00;1.938,92;2.472,00;Enerji Açığı
21.06.2024;09:00;1.384,49;2.350,00;1.342,96;2.420,50;Enerji Açığı
21.06.2024;10:00;1.179,00;2.299,00;1.143,63;2.367,97;Enerji Açığı
21.06.2024;11:00;1.299,99;2.280,00;1.260,99;2.348,40;Enerji Açığı
21.06.2024;12:00;780,00;780,00;756,60;803,40;Enerji Açığı
21.06.2024;13:00;1.299,99;1.700,00;1.260,99;1.751,00;Enerji Açığı
21.06.2024;14:00;1.998,89;2.665,00;1.938,92;2.744,95;Enerji Açığı
21.06.2024;15:00;1.300,00;2.665,43;1.261,00;2.745,39;Enerji Açığı
21.06.2024;16:00;1.499,99;2.691,02;1.454,99;2.771,75;Enerji Açığı
21.06.2024;17:00;1.903,08;2.691,04;1.845,99;2.771,77;Enerji Açığı
21.06.2024;18:00;2.599,99;2.691,03;2.521,99;2.771,76;Enerji Açığı
21.06.2024;19:00;2.698,01;2.698,06;2.617,07;2.779,00;Enerji Açığı
21.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
21.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
21.06.2024;22:00;2.664,01;2.692,00;2.584,09;2.772,76;Enerji Açığı
21.06.2024;23:00;2.599,99;2.691,06;2.521,99;2.771,79;Enerji Açığı
22.06.2024;00:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
22.06.2024;01:00;2.660,00;2.691,02;2.580,20;2.771,75;Enerji Açığı
22.06.2024;02:00;2.447,00;2.691,01;2.373,59;2.771,74;Enerji Açığı
22.06.2024;03:00;2.379,99;2.625,00;2.308,59;2.703,75;Enerji Açığı
22.06.2024;04:00;2.424,99;2.424,99;2.352,24;2.497,74;Enerji Açığı
22.06.2024;05:00;2.600,01;2.600,01;2.522,01;2.678,01;Enerji Açığı
22.06.2024;06:00;2.472,47;1.472,47;1.428,30;2.546,64;Enerji Fazlası
22.06.2024;07:00;1.025,21;1.025,21;994,45;1.055,97;Enerji Açığı
22.06.2024;08:00;1.383,61;900,00;873,00;1.425,12;Enerji Fazlası
22.06.2024;09:00;1.479,99;675,00;654,75;1.524,39;Enerji Fazlası
22.06.2024;10:00;1.499,99;750,00;727,50;1.544,99;Enerji Fazlası
22.06.2024;11:00;1.313,10;900,00;873,00;1.352,49;Enerji Fazlası
22.06.2024;12:00;1.000,01;600,00;582,00;1.030,01;Enerji Fazlası
22.06.2024;13:00;1.383,61;1.383,61;1.342,10;1.425,12;Enerji Açığı
22.06.2024;14:00;1.313,11;1.313,11;1.273,72;1.352,50;Enerji Açığı
22.06.2024;15:00;1.499,99;1.499,99;1.454,99;1.544,99;Enerji Açığı
22.06.2024;16:00;2.347,01;2.347,01;2.276,60;2.417,42;Enerji Açığı
22.06.2024;17:00;2.502,00;2.502,00;2.426,94;2.577,06;Enerji Açığı
22.06.2024;18:00;2.684,10;2.684,10;2.603,58;2.764,62;Enerji Açığı
22.06.2024;19:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
22.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
22.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
22.06.2024;22:00;2.684,11;2.691,02;2.603,59;2.771,75;Enerji Açığı
22.06.2024;23:00;2.649,49;2.691,00;2.570,01;2.771,73;Enerji Açığı
23.06.2024;00:00;2.680,18;2.692,00;2.599,77;2.772,76;Enerji Açığı
23.06.2024;01:00;2.450,00;2.500,00;2.376,50;2.575,00;Enerji Açığı
23.06.2024;02:00;1.777,98;1.777,98;1.724,64;1.831,32;Enerji Açığı
23.06.2024;03:00;2.403,23;2.500,00;2.331,13;2.575,00;Enerji Açığı
23.06.2024;04:00;2.347,01;1.903,00;1.845,91;2.417,42;Enerji Fazlası
23.06.2024;05:00;1.988,88;1.988,88;1.929,21;2.048,55;Dengede
23.06.2024;06:00;1.800,00;1.800,00;1.746,00;1.854,00;Enerji Açığı
23.06.2024;07:00;1.198,20;1.198,20;1.162,25;1.234,15;Enerji Açığı
23.06.2024;08:00;1.198,21;1.546,08;1.162,26;1.592,46;Enerji Açığı
23.06.2024;09:00;1.198,20;1.198,20;1.162,25;1.234,15;Enerji Açığı
23.06.2024;10:00;1.000,01;1.198,00;970,01;1.233,94;Enerji Açığı
23.06.2024;11:00;1.198,20;1.198,20;1.162,25;1.234,15;Enerji Açığı
23.06.2024;12:00;1.198,21;1.198,21;1.162,26;1.234,16;Enerji Fazlası
23.06.2024;13:00;1.499,99;1.499,99;1.454,99;1.544,99;Enerji Açığı
23.06.2024;14:00;949,99;900,00;873,00;978,49;Enerji Fazlası
23.06.2024;15:00;738,42;700,00;679,00;760,57;Enerji Fazlası
23.06.2024;16:00;1.299,99;2.100,00;1.260,99;2.163,00;Enerji Açığı
23.06.2024;17:00;1.988,88;2.100,00;1.929,21;2.163,00;Enerji Açığı
23.06.2024;18:00;2.189,99;2.190,00;2.124,29;2.255,70;Enerji Açığı
23.06.2024;19:00;2.697,39;2.697,39;2.616,47;2.778,31;Enerji Açığı
23.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
23.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
23.06.2024;22:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
23.06.2024;23:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;00:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;01:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;02:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;03:00;2.600,01;2.600,01;2.522,01;2.678,01;Dengede
24.06.2024;04:00;2.575,66;2.575,66;2.498,39;2.652,93;Enerji Fazlası
24.06.2024;05:00;2.364,78;2.364,78;2.293,84;2.435,72;Enerji Açığı
24.06.2024;06:00;1.595,00;900,00;873,00;1.642,85;Enerji Fazlası
24.06.2024;07:00;1.399,00;1.000,00;970,00;1.440,97;Enerji Fazlası
24.06.2024;08:00;2.398,39;2.691,00;2.326,44;2.771,73;Enerji Açığı
24.06.2024;09:00;2.659,99;2.691,03;2.580,19;2.771,76;Enerji Açığı
24.06.2024;10:00;2.659,99;2.691,04;2.580,19;2.771,77;Enerji Açığı
24.06.2024;11:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;12:00;2.650,00;2.650,00;2.570,50;2.729,50;Enerji Açığı
24.06.2024;13:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;14:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;15:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;16:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;17:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;18:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;19:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;22:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
24.06.2024;23:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;00:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;01:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;02:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;03:00;2.569,02;2.691,02;2.491,95;2.771,75;Enerji Açığı
25.06.2024;04:00;2.684,11;2.691,01;2.603,59;2.771,74;Enerji Açığı
25.06.2024;05:00;2.379,99;2.398,00;2.308,59;2.469,94;Enerji Açığı
25.06.2024;06:00;1.889,98;1.300,00;1.261,00;1.946,68;Enerji Fazlası
25.06.2024;07:00;1.389,90;599,99;581,99;1.431,60;Enerji Fazlası
25.06.2024;08:00;2.174,99;2.470,00;2.109,74;2.544,10;Enerji Açığı
25.06.2024;09:00;2.490,01;2.691,01;2.415,31;2.771,74;Enerji Açığı
25.06.2024;10:00;2.551,50;2.691,01;2.474,96;2.771,74;Enerji Açığı
25.06.2024;11:00;2.600,00;2.691,03;2.522,00;2.771,76;Enerji Açığı
25.06.2024;12:00;2.038,75;2.600,00;1.977,59;2.678,00;Enerji Açığı
25.06.2024;13:00;2.438,79;2.691,02;2.365,63;2.771,75;Enerji Açığı
25.06.2024;14:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;15:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;16:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;17:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;18:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;19:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;22:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
25.06.2024;23:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
26.06.2024;00:00;2.700,00;1.878,00;1.821,66;2.781,00;Enerji Fazlası
26.06.2024;01:00;2.590,79;2.650,00;2.513,07;2.729,50;Enerji Açığı
26.06.2024;02:00;2.311,83;2.600,00;2.242,48;2.678,00;Enerji Açığı
26.06.2024;03:00;1.968,00;1.968,00;1.908,96;2.027,04;Dengede
26.06.2024;04:00;2.325,00;1.914,00;1.856,58;2.394,75;Enerji Fazlası
26.06.2024;05:00;1.997,00;1.997,00;1.937,09;2.056,91;Dengede
26.06.2024;06:00;1.179,00;750,00;727,50;1.214,37;Enerji Fazlası
26.06.2024;07:00;1.399,99;1.399,99;1.357,99;1.441,99;Dengede
26.06.2024;08:00;2.449,00;2.691,00;2.375,53;2.771,73;Enerji Açığı
26.06.2024;09:00;2.600,00;2.691,04;2.522,00;2.771,77;Enerji Açığı
26.06.2024;10:00;2.380,00;2.691,02;2.308,60;2.771,75;Enerji Açığı
26.06.2024;11:00;2.379,99;2.691,00;2.308,59;2.771,73;Enerji Açığı
26.06.2024;12:00;1.753,71;1.753,71;1.701,10;1.806,32;Dengede
26.06.2024;13:00;2.367,34;2.367,34;2.296,32;2.438,36;Dengede
26.06.2024;14:00;2.487,34;2.487,34;2.412,72;2.561,96;Dengede
26.06.2024;15:00;2.638,99;2.654,32;2.559,82;2.733,95;Enerji Açığı
26.06.2024;16:00;2.597,34;1.910,00;1.852,70;2.675,26;Enerji Fazlası
26.06.2024;17:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
26.06.2024;18:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
26.06.2024;19:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
26.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
26.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
26.06.2024;22:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
26.06.2024;23:00;2.695,01;1.896,00;1.839,12;2.775,86;Enerji Fazlası
27.06.2024;00:00;2.485,19;1.750,00;1.697,50;2.559,75;Enerji Fazlası
27.06.2024;01:00;2.418,88;1.750,00;1.697,50;2.491,45;Enerji Fazlası
27.06.2024;02:00;2.400,00;1.750,00;1.697,50;2.472,00;Enerji Fazlası
27.06.2024;03:00;2.400,00;1.750,00;1.697,50;2.472,00;Enerji Fazlası
27.06.2024;04:00;2.400,01;1.750,00;1.697,50;2.472,01;Enerji Fazlası
27.06.2024;05:00;2.297,01;1.700,00;1.649,00;2.365,92;Enerji Fazlası
27.06.2024;06:00;1.894,98;1.845,00;1.789,65;1.951,83;Enerji Fazlası
27.06.2024;07:00;1.608,48;675,00;654,75;1.656,73;Enerji Fazlası
27.06.2024;08:00;2.481,99;1.700,00;1.649,00;2.556,45;Enerji Fazlası
27.06.2024;09:00;2.650,00;1.513,00;1.467,61;2.729,50;Enerji Fazlası
27.06.2024;10:00;2.657,75;1.513,00;1.467,61;2.737,48;Enerji Fazlası
27.06.2024;11:00;2.657,75;1.513,00;1.467,61;2.737,48;Enerji Fazlası
27.06.2024;12:00;2.350,00;1.664,00;1.614,08;2.420,50;Enerji Fazlası
27.06.2024;13:00;2.562,92;1.847,00;1.791,59;2.639,81;Enerji Fazlası
27.06.2024;14:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
27.06.2024;15:00;2.699,01;2.699,06;2.618,04;2.780,03;Enerji Açığı
27.06.2024;16:00;2.684,11;2.692,01;2.603,59;2.772,77;Enerji Açığı
27.06.2024;17:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
27.06.2024;18:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
27.06.2024;19:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
27.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
27.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
27.06.2024;22:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
27.06.2024;23:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
28.06.2024;00:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
28.06.2024;01:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
28.06.2024;02:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
28.06.2024;03:00;2.649,00;2.691,03;2.569,53;2.771,76;Enerji Açığı
28.06.2024;04:00;2.600,00;2.691,02;2.522,00;2.771,75;Enerji Açığı
28.06.2024;05:00;2.378,99;2.691,01;2.307,62;2.771,74;Enerji Açığı
28.06.2024;06:00;2.297,00;2.297,00;2.228,09;2.365,91;Enerji Açığı
28.06.2024;07:00;2.047,00;1.547,00;1.500,59;2.108,41;Enerji Fazlası
28.06.2024;08:00;2.659,99;2.691,00;2.580,19;2.771,73;Enerji Açığı
28.06.2024;09:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
28.06.2024;10:00;2.680,01;2.691,06;2.599,61;2.771,79;Enerji Açığı
28.06.2024;11:00;2.599,99;2.691,05;2.521,99;2.771,78;Enerji Açığı
28.06.2024;12:00;2.000,00;2.000,00;1.940,00;2.060,00;Dengede
28.06.2024;13:00;1.894,98;2.127,98;1.838,13;2.191,82;Enerji Açığı
28.06.2024;14:00;2.378,99;2.691,02;2.307,62;2.771,75;Enerji Açığı
28.06.2024;15:00;2.379,00;2.691,07;2.307,63;2.771,80;Enerji Açığı
28.06.2024;16:00;2.494,34;2.691,05;2.419,51;2.771,78;Enerji Açığı
28.06.2024;17:00;2.444,99;2.691,05;2.371,64;2.771,78;Enerji Açığı
28.06.2024;18:00;2.399,99;2.691,04;2.327,99;2.771,77;Enerji Açığı
28.06.2024;19:00;2.571,46;2.691,05;2.494,32;2.771,78;Enerji Açığı
28.06.2024;20:00;2.660,00;2.691,05;2.580,20;2.771,78;Enerji Açığı
28.06.2024;21:00;2.660,00;2.692,00;2.580,20;2.772,76;Enerji Açığı
28.06.2024;22:00;2.468,87;2.691,03;2.394,80;2.771,76;Enerji Açığı
28.06.2024;23:00;2.205,56;2.400,00;2.139,39;2.472,00;Enerji Açığı
29.06.2024;00:00;2.695,00;2.695,02;2.614,15;2.775,87;Enerji Açığı
29.06.2024;01:00;2.600,00;2.691,05;2.522,00;2.771,78;Enerji Açığı
29.06.2024;02:00;2.350,01;2.691,03;2.279,51;2.771,76;Enerji Açığı
29.06.2024;03:00;1.925,75;2.691,00;1.867,98;2.771,73;Enerji Açığı
29.06.2024;04:00;2.274,45;2.274,45;2.206,22;2.342,68;Enerji Açığı
29.06.2024;05:00;2.399,99;2.691,01;2.327,99;2.771,74;Enerji Açığı
29.06.2024;06:00;1.807,10;1.000,00;970,00;1.861,31;Enerji Fazlası
29.06.2024;07:00;613,28;1.245,00;594,88;1.282,35;Enerji Açığı
29.06.2024;08:00;1.374,75;1.560,86;1.333,51;1.607,69;Enerji Açığı
29.06.2024;09:00;1.479,98;1.779,98;1.435,58;1.833,38;Enerji Açığı
29.06.2024;10:00;1.300,00;1.700,00;1.261,00;1.751,00;Enerji Açığı
29.06.2024;11:00;1.249,98;1.300,00;1.212,48;1.339,00;Enerji Açığı
29.06.2024;12:00;250,01;250,01;242,51;257,51;Enerji Fazlası
29.06.2024;13:00;948,99;750,00;727,50;977,46;Enerji Fazlası
29.06.2024;14:00;1.900,01;625,00;606,25;1.957,01;Enerji Fazlası
29.06.2024;15:00;1.500,00;600,00;582,00;1.545,00;Enerji Fazlası
29.06.2024;16:00;1.903,07;1.300,00;1.261,00;1.960,16;Enerji Fazlası
29.06.2024;17:00;2.145,01;2.145,01;2.080,66;2.209,36;Enerji Fazlası
29.06.2024;18:00;2.649,99;2.691,02;2.570,49;2.771,75;Enerji Açığı
29.06.2024;19:00;2.684,10;2.691,04;2.603,58;2.771,77;Enerji Açığı
29.06.2024;20:00;2.699,89;2.699,96;2.618,89;2.780,96;Enerji Açığı
29.06.2024;21:00;2.699,90;2.700,00;2.618,90;2.781,00;Enerji Açığı
29.06.2024;22:00;2.648,00;2.691,04;2.568,56;2.771,77;Enerji Açığı
29.06.2024;23:00;2.481,99;2.691,00;2.407,53;2.771,73;Enerji Açığı
30.06.2024;00:00;2.647,99;2.647,99;2.568,55;2.727,43;Enerji Açığı
30.06.2024;01:00;2.699,89;2.699,92;2.618,89;2.780,92;Enerji Açığı
30.06.2024;02:00;2.525,00;2.691,02;2.449,25;2.771,75;Enerji Açığı
30.06.2024;03:00;2.263,00;2.691,02;2.195,11;2.771,75;Enerji Açığı
30.06.2024;04:00;2.200,00;2.650,00;2.134,00;2.729,50;Enerji Açığı
30.06.2024;05:00;2.281,99;2.650,00;2.213,53;2.729,50;Enerji Açığı
30.06.2024;06:00;1.850,00;1.850,00;1.794,50;1.905,50;Dengede
30.06.2024;07:00;1.194,87;900,00;873,00;1.230,72;Enerji Fazlası
30.06.2024;08:00;250,00;0,00;0,00;257,50;Enerji Fazlası
30.06.2024;09:00;199,99;0,00;0,00;205,99;Enerji Fazlası
30.06.2024;10:00;110,86;0,00;0,00;114,19;Enerji Fazlası
30.06.2024;11:00;111,99;0,00;0,00;115,35;Enerji Fazlası
30.06.2024;12:00;110,85;0,00;0,00;114,18;Enerji Fazlası
30.06.2024;13:00;150,01;0,00;0,00;154,51;Enerji Fazlası
30.06.2024;14:00;849,46;1.185,00;823,98;1.220,55;Enerji Açığı
30.06.2024;15:00;499,99;1.185,00;484,99;1.220,55;Enerji Açığı
30.06.2024;16:00;1.299,99;1.299,99;1.260,99;1.338,99;Enerji Açığı
30.06.2024;17:00;1.899,99;2.050,00;1.842,99;2.111,50;Enerji Açığı
30.06.2024;18:00;2.143,38;2.691,02;2.079,08;2.771,75;Enerji Açığı
30.06.2024;19:00;2.649,00;2.691,07;2.569,53;2.771,80;Enerji Açığı
30.06.2024;20:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
30.06.2024;21:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
30.06.2024;22:00;2.299,99;2.691,05;2.230,99;2.771,78;Enerji Açığı
30.06.2024;23:00;2.424,99;2.691,05;2.352,24;2.771,78;Enerji Açığı
01.07.2024;00:00;2.899,99;2.991,06;2.812,99;3.080,79;Enerji Açığı
01.07.2024;01:00;2.450,00;2.991,02;2.376,50;3.080,75;Enerji Açığı
01.07.2024;02:00;2.000,01;2.777,77;1.940,01;2.861,10;Enerji Açığı
01.07.2024;03:00;2.255,01;2.991,00;2.187,36;3.080,73;Enerji Açığı
01.07.2024;04:00;2.400,01;2.991,00;2.328,01;3.080,73;Enerji Açığı
01.07.2024;05:00;2.255,00;2.991,00;2.187,35;3.080,73;Enerji Açığı
01.07.2024;06:00;1.375,00;1.557,01;1.333,75;1.603,72;Enerji Açığı
01.07.2024;07:00;1.056,99;2.150,00;1.025,28;2.214,50;Enerji Açığı
01.07.2024;08:00;2.700,00;2.991,05;2.619,00;3.080,78;Enerji Açığı
01.07.2024;09:00;2.946,00;2.993,00;2.857,62;3.082,79;Enerji Açığı
01.07.2024;10:00;2.800,01;2.991,01;2.716,01;3.080,74;Enerji Açığı
01.07.2024;11:00;2.648,48;2.991,00;2.569,03;3.080,73;Enerji Açığı
01.07.2024;12:00;2.000,00;2.650,00;1.940,00;2.729,50;Enerji Açığı
01.07.2024;13:00;2.509,46;2.991,03;2.434,18;3.080,76;Enerji Açığı
01.07.2024;14:00;2.699,99;2.991,09;2.618,99;3.080,82;Enerji Açığı
01.07.2024;15:00;2.799,67;2.993,00;2.715,68;3.082,79;Enerji Açığı
01.07.2024;16:00;2.932,26;2.991,06;2.844,29;3.080,79;Enerji Açığı
01.07.2024;17:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
01.07.2024;18:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
01.07.2024;19:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
01.07.2024;20:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
01.07.2024;21:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
01.07.2024;22:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
01.07.2024;23:00;2.932,26;2.995,00;2.844,29;3.084,85;Enerji Açığı
02.07.2024;00:00;2.950,01;2.991,03;2.861,51;3.080,76;Enerji Açığı
02.07.2024;01:00;2.900,00;2.991,01;2.813,00;3.080,74;Enerji Açığı
02.07.2024;02:00;2.553,63;2.553,63;2.477,02;2.630,24;Enerji Açığı
