Tarih;Saat;PTF;SMF;Pozitif Dengesizlik Fiyatı (TL/MWh);Negatif Dengesizlik Fiyatı (TL/MWh);SMF Yön
22.06.2025;16:00;170,00;85,00;82,45;175,10;Enerji Fazlası
22.06.2025;17:00;1.449,99;1.449,99;1.406,49;1.493,49;Enerji Açığı
22.06.2025;18:00;2.819,99;3.400,00;2.735,39;3.502,00;Enerji Açığı
22.06.2025;19:00;3.221,91;3.400,00;3.125,25;3.502,00;Enerji Açığı
22.06.2025;20:00;3.370,01;3.400,00;3.268,91;3.502,00;Enerji Açığı
22.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
22.06.2025;22:00;2.968,01;3.400,00;2.878,97;3.502,00;Enerji Açığı
22.06.2025;23:00;3.090,00;2.092,00;2.029,24;3.182,70;Enerji Fazlası
23.06.2025;00:00;2.964,94;3.000,00;2.875,99;3.090,00;Enerji Açığı
23.06.2025;01:00;2.820,00;2.320,00;2.250,40;2.904,60;Enerji Fazlası
23.06.2025;02:00;2.490,01;1.890,00;1.833,30;2.564,71;Enerji Fazlası
23.06.2025;03:00;2.759,99;2.759,99;2.677,19;2.842,79;Dengede
23.06.2025;04:00;3.000,06;2.500,00;2.425,00;3.090,06;Enerji Fazlası
23.06.2025;05:00;2.928,99;2.528,99;2.453,12;3.016,86;Enerji Fazlası
23.06.2025;06:00;1.895,00;2.443,00;1.838,15;2.516,29;Enerji Açığı
23.06.2025;07:00;1.000,00;1.000,00;970,00;1.030,00;Enerji Fazlası
23.06.2025;08:00;3.090,01;3.400,00;2.997,31;3.502,00;Enerji Açığı
23.06.2025;09:00;3.050,01;3.400,00;2.958,51;3.502,00;Enerji Açığı
23.06.2025;10:00;1.865,00;650,00;630,50;1.920,95;Enerji Fazlası
23.06.2025;11:00;1.864,99;1.864,99;1.809,04;1.920,94;Enerji Açığı
23.06.2025;12:00;845,70;400,00;388,00;871,07;Enerji Fazlası
23.06.2025;13:00;1.488,00;1.783,04;1.443,36;1.836,53;Enerji Açığı
23.06.2025;14:00;2.537,01;3.385,00;2.460,90;3.486,55;Enerji Açığı
23.06.2025;15:00;1.865,00;3.347,00;1.809,05;3.447,41;Enerji Açığı
23.06.2025;16:00;2.605,01;3.300,00;2.526,86;3.399,00;Enerji Açığı
23.06.2025;17:00;2.892,00;3.400,00;2.805,24;3.502,00;Enerji Açığı
23.06.2025;18:00;2.719,98;3.400,00;2.638,38;3.502,00;Enerji Açığı
23.06.2025;19:00;3.390,08;3.400,00;3.288,38;3.502,00;Enerji Açığı
23.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
23.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
23.06.2025;22:00;2.892,00;3.400,00;2.805,24;3.502,00;Enerji Açığı
23.06.2025;23:00;2.568,38;3.247,00;2.491,33;3.344,41;Enerji Açığı
24.06.2025;00:00;2.972,08;3.175,00;2.882,92;3.270,25;Enerji Açığı
24.06.2025;01:00;2.921,74;3.000,00;2.834,09;3.090,00;Enerji Açığı
24.06.2025;02:00;2.915,61;2.197,00;2.131,09;3.003,08;Enerji Fazlası
24.06.2025;03:00;3.020,00;2.520,00;2.444,40;3.110,60;Enerji Fazlası
24.06.2025;04:00;2.987,00;2.987,00;2.897,39;3.076,61;Dengede
24.06.2025;05:00;2.499,01;2.499,01;2.424,04;2.573,98;Enerji Açığı
24.06.2025;06:00;2.604,00;2.001,00;1.940,97;2.682,12;Enerji Fazlası
24.06.2025;07:00;2.367,00;1.000,00;970,00;2.438,01;Enerji Fazlası
24.06.2025;08:00;3.155,01;2.001,00;1.940,97;3.249,66;Enerji Fazlası
24.06.2025;09:00;3.100,00;3.100,00;3.007,00;3.193,00;Enerji Açığı
24.06.2025;10:00;2.406,00;2.954,00;2.333,82;3.042,62;Enerji Açığı
24.06.2025;11:00;2.000,01;2.148,01;1.940,01;2.212,45;Enerji Açığı
24.06.2025;12:00;1.864,98;600,00;582,00;1.920,93;Enerji Fazlası
24.06.2025;13:00;2.500,05;3.350,00;2.425,05;3.450,50;Enerji Açığı
24.06.2025;14:00;2.929,25;3.400,00;2.841,37;3.502,00;Enerji Açığı
24.06.2025;15:00;3.000,00;3.287,00;2.910,00;3.385,61;Enerji Açığı
24.06.2025;16:00;2.986,01;3.350,00;2.896,43;3.450,50;Enerji Açığı
24.06.2025;17:00;3.098,24;3.400,00;3.005,29;3.502,00;Enerji Açığı
24.06.2025;18:00;3.249,99;3.400,00;3.152,49;3.502,00;Enerji Açığı
24.06.2025;19:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
24.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
24.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
24.06.2025;22:00;3.349,01;3.400,00;3.248,54;3.502,00;Enerji Açığı
24.06.2025;23:00;3.200,00;3.400,00;3.104,00;3.502,00;Enerji Açığı
25.06.2025;00:00;3.200,01;3.200,01;3.104,01;3.296,01;Enerji Açığı
25.06.2025;01:00;3.125,01;3.125,01;3.031,26;3.218,76;Enerji Açığı
25.06.2025;02:00;2.999,99;2.999,99;2.909,99;3.089,99;Enerji Açığı
25.06.2025;03:00;3.191,85;3.191,85;3.096,09;3.287,61;Enerji Açığı
25.06.2025;04:00;2.998,00;3.146,00;2.908,06;3.240,38;Enerji Açığı
25.06.2025;05:00;2.797,01;3.350,00;2.713,10;3.450,50;Enerji Açığı
25.06.2025;06:00;2.603,63;2.800,00;2.525,52;2.884,00;Enerji Açığı
25.06.2025;07:00;1.488,01;1.797,76;1.443,37;1.851,69;Enerji Açığı
25.06.2025;08:00;3.000,38;3.398,38;2.910,37;3.500,33;Enerji Açığı
25.06.2025;09:00;2.799,01;3.400,00;2.715,04;3.502,00;Enerji Açığı
25.06.2025;10:00;1.999,98;3.400,00;1.939,98;3.502,00;Enerji Açığı
25.06.2025;11:00;1.900,00;3.400,00;1.843,00;3.502,00;Enerji Açığı
25.06.2025;12:00;1.369,69;3.300,00;1.328,60;3.399,00;Enerji Açığı
25.06.2025;13:00;2.079,99;3.398,38;2.017,59;3.500,33;Enerji Açığı
25.06.2025;14:00;2.991,06;3.400,00;2.901,33;3.502,00;Enerji Açığı
25.06.2025;15:00;2.923,93;3.400,00;2.836,21;3.502,00;Enerji Açığı
25.06.2025;16:00;2.861,30;3.400,00;2.775,46;3.502,00;Enerji Açığı
25.06.2025;17:00;3.060,02;3.400,00;2.968,22;3.502,00;Enerji Açığı
25.06.2025;18:00;3.184,52;3.400,00;3.088,98;3.502,00;Enerji Açığı
25.06.2025;19:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
25.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
25.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
25.06.2025;22:00;3.250,00;3.400,00;3.152,50;3.502,00;Enerji Açığı
25.06.2025;23:00;2.990,00;3.400,00;2.900,30;3.502,00;Enerji Açığı
26.06.2025;00:00;3.100,01;3.298,00;3.007,01;3.396,94;Enerji Açığı
26.06.2025;01:00;2.929,84;3.298,00;2.841,94;3.396,94;Enerji Açığı
26.06.2025;02:00;2.926,91;3.300,00;2.839,10;3.399,00;Enerji Açığı
26.06.2025;03:00;2.888,38;3.118,88;2.801,73;3.212,45;Enerji Açığı
26.06.2025;04:00;2.923,53;3.100,00;2.835,82;3.193,00;Enerji Açığı
26.06.2025;05:00;2.759,99;3.198,00;2.677,19;3.293,94;Enerji Açığı
26.06.2025;06:00;2.925,00;3.000,00;2.837,25;3.090,00;Enerji Açığı
26.06.2025;07:00;1.864,99;3.057,00;1.809,04;3.148,71;Enerji Açığı
26.06.2025;08:00;3.249,99;3.300,00;3.152,49;3.399,00;Enerji Açığı
26.06.2025;09:00;3.249,08;3.300,00;3.151,61;3.399,00;Enerji Açığı
26.06.2025;10:00;3.190,00;3.190,00;3.094,30;3.285,70;Enerji Açığı
26.06.2025;11:00;3.190,00;3.190,00;3.094,30;3.285,70;Enerji Açığı
26.06.2025;12:00;1.894,99;3.197,00;1.838,14;3.292,91;Enerji Açığı
26.06.2025;13:00;1.999,97;3.400,00;1.939,97;3.502,00;Enerji Açığı
26.06.2025;14:00;2.920,00;3.400,00;2.832,40;3.502,00;Enerji Açığı
26.06.2025;15:00;2.939,56;3.200,00;2.851,37;3.296,00;Enerji Açığı
26.06.2025;16:00;3.190,01;3.400,00;3.094,31;3.502,00;Enerji Açığı
26.06.2025;17:00;3.175,96;3.400,00;3.080,68;3.502,00;Enerji Açığı
26.06.2025;18:00;3.349,23;3.400,00;3.248,75;3.502,00;Enerji Açığı
26.06.2025;19:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
26.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
26.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
26.06.2025;22:00;3.290,01;3.400,00;3.191,31;3.502,00;Enerji Açığı
26.06.2025;23:00;2.982,00;3.400,00;2.892,54;3.502,00;Enerji Açığı
27.06.2025;00:00;3.125,00;3.250,00;3.031,25;3.347,50;Enerji Açığı
27.06.2025;01:00;2.932,61;3.150,00;2.844,63;3.244,50;Enerji Açığı
27.06.2025;02:00;2.906,50;3.390,00;2.819,30;3.491,70;Enerji Açığı
27.06.2025;03:00;2.900,01;3.300,00;2.813,01;3.399,00;Enerji Açığı
27.06.2025;04:00;2.780,00;3.300,00;2.696,60;3.399,00;Enerji Açığı
27.06.2025;05:00;3.067,99;3.350,00;2.975,95;3.450,50;Enerji Açığı
27.06.2025;06:00;2.938,38;3.200,00;2.850,23;3.296,00;Enerji Açığı
27.06.2025;07:00;1.899,99;3.000,00;1.842,99;3.090,00;Enerji Açığı
27.06.2025;08:00;3.223,00;3.398,00;3.126,31;3.499,94;Enerji Açığı
27.06.2025;09:00;3.050,01;3.400,00;2.958,51;3.502,00;Enerji Açığı
27.06.2025;10:00;2.999,99;3.400,00;2.909,99;3.502,00;Enerji Açığı
27.06.2025;11:00;2.900,01;3.400,00;2.813,01;3.502,00;Enerji Açığı
27.06.2025;12:00;1.539,98;3.198,00;1.493,78;3.293,94;Enerji Açığı
27.06.2025;13:00;1.539,99;3.144,00;1.493,79;3.238,32;Enerji Açığı
27.06.2025;14:00;3.142,99;3.400,00;3.048,70;3.502,00;Enerji Açığı
27.06.2025;15:00;2.975,39;3.400,00;2.886,13;3.502,00;Enerji Açığı
27.06.2025;16:00;3.000,01;3.400,00;2.910,01;3.502,00;Enerji Açığı
27.06.2025;17:00;2.721,87;3.400,00;2.640,21;3.502,00;Enerji Açığı
27.06.2025;18:00;3.253,55;3.400,00;3.155,94;3.502,00;Enerji Açığı
27.06.2025;19:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
27.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
27.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
27.06.2025;22:00;3.349,10;3.400,00;3.248,63;3.502,00;Enerji Açığı
27.06.2025;23:00;3.125,00;3.400,00;3.031,25;3.502,00;Enerji Açığı
28.06.2025;00:00;3.200,01;3.397,00;3.104,01;3.498,91;Enerji Açığı
28.06.2025;01:00;3.099,01;3.200,00;3.006,04;3.296,00;Enerji Açığı
28.06.2025;02:00;2.924,36;3.200,00;2.836,63;3.296,00;Enerji Açığı
28.06.2025;03:00;2.925,00;3.125,00;2.837,25;3.218,75;Enerji Açığı
28.06.2025;04:00;2.925,00;3.125,00;2.837,25;3.218,75;Enerji Açığı
28.06.2025;05:00;2.899,99;2.197,00;2.131,09;2.986,99;Enerji Fazlası
28.06.2025;06:00;2.964,24;1.000,00;970,00;3.053,17;Enerji Fazlası
28.06.2025;07:00;2.409,99;1.000,00;970,00;2.482,29;Enerji Fazlası
28.06.2025;08:00;3.100,00;1.000,00;970,00;3.193,00;Enerji Fazlası
28.06.2025;09:00;2.100,00;650,00;630,50;2.163,00;Enerji Fazlası
28.06.2025;10:00;1.374,69;1.000,00;970,00;1.415,93;Enerji Fazlası
28.06.2025;11:00;1.400,00;1.171,00;1.135,87;1.442,00;Enerji Fazlası
28.06.2025;12:00;1.374,70;1.374,70;1.333,46;1.415,94;Dengede
28.06.2025;13:00;1.500,00;1.500,00;1.455,00;1.545,00;Enerji Açığı
28.06.2025;14:00;1.473,12;2.994,00;1.428,93;3.083,82;Enerji Açığı
28.06.2025;15:00;1.374,70;2.390,00;1.333,46;2.461,70;Enerji Açığı
28.06.2025;16:00;2.803,20;3.000,00;2.719,10;3.090,00;Enerji Açığı
28.06.2025;17:00;2.797,01;3.197,00;2.713,10;3.292,91;Enerji Açığı
28.06.2025;18:00;3.099,98;3.399,00;3.006,98;3.500,97;Enerji Açığı
28.06.2025;19:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
28.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
28.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
28.06.2025;22:00;2.999,01;3.400,00;2.909,04;3.502,00;Enerji Açığı
28.06.2025;23:00;2.888,39;3.400,00;2.801,74;3.502,00;Enerji Açığı
29.06.2025;00:00;3.066,00;3.400,00;2.974,02;3.502,00;Enerji Açığı
29.06.2025;01:00;2.880,00;3.400,00;2.793,60;3.502,00;Enerji Açığı
29.06.2025;02:00;1.999,97;3.400,00;1.939,97;3.502,00;Enerji Açığı
29.06.2025;03:00;1.999,98;3.400,00;1.939,98;3.502,00;Enerji Açığı
29.06.2025;04:00;1.399,99;3.400,00;1.357,99;3.502,00;Enerji Açığı
29.06.2025;05:00;1.000,00;3.300,00;970,00;3.399,00;Enerji Açığı
29.06.2025;06:00;1.535,30;2.000,00;1.489,24;2.060,00;Enerji Açığı
29.06.2025;07:00;251,01;1.250,00;243,48;1.287,50;Enerji Açığı
29.06.2025;08:00;55,10;0,00;0,00;56,75;Enerji Fazlası
29.06.2025;09:00;4,99;0,00;0,00;5,14;Enerji Fazlası
29.06.2025;10:00;0,54;0,00;0,00;0,56;Enerji Fazlası
29.06.2025;11:00;0,42;0,00;0,00;0,43;Enerji Fazlası
29.06.2025;12:00;0,44;0,00;0,00;0,45;Enerji Fazlası
29.06.2025;13:00;10,01;0,00;0,00;10,31;Enerji Fazlası
29.06.2025;14:00;80,00;0,00;0,00;82,40;Enerji Fazlası
29.06.2025;15:00;128,28;1.250,00;124,43;1.287,50;Enerji Açığı
29.06.2025;16:00;800,01;1.250,00;776,01;1.287,50;Enerji Açığı
29.06.2025;17:00;1.899,99;1.899,99;1.842,99;1.956,99;Enerji Açığı
29.06.2025;18:00;1.899,99;3.350,00;1.842,99;3.450,50;Enerji Açığı
29.06.2025;19:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
29.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
29.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
29.06.2025;22:00;3.330,01;3.400,00;3.230,11;3.502,00;Enerji Açığı
29.06.2025;23:00;3.056,20;3.400,00;2.964,51;3.502,00;Enerji Açığı
30.06.2025;00:00;3.000,00;3.400,00;2.910,00;3.502,00;Enerji Açığı
30.06.2025;01:00;2.934,59;3.330,00;2.846,55;3.429,90;Enerji Açığı
30.06.2025;02:00;2.926,11;3.080,00;2.838,33;3.172,40;Enerji Açığı
30.06.2025;03:00;2.880,00;2.880,00;2.793,60;2.966,40;Enerji Açığı
30.06.2025;04:00;3.012,50;3.041,69;2.922,12;3.132,94;Enerji Açığı
30.06.2025;05:00;2.500,00;3.150,00;2.425,00;3.244,50;Enerji Açığı
30.06.2025;06:00;1.899,98;650,00;630,50;1.956,98;Enerji Fazlası
30.06.2025;07:00;1.050,00;1.000,00;970,00;1.081,50;Enerji Fazlası
30.06.2025;08:00;3.360,00;3.400,00;3.259,20;3.502,00;Enerji Açığı
30.06.2025;09:00;3.349,99;3.400,00;3.249,49;3.502,00;Enerji Açığı
30.06.2025;10:00;2.079,99;2.948,19;2.017,59;3.036,64;Enerji Açığı
30.06.2025;11:00;2.000,00;2.948,19;1.940,00;3.036,64;Enerji Açığı
30.06.2025;12:00;1.348,70;2.948,19;1.308,24;3.036,64;Enerji Açığı
30.06.2025;13:00;1.899,99;3.230,00;1.842,99;3.326,90;Enerji Açığı
30.06.2025;14:00;2.959,84;3.400,00;2.871,04;3.502,00;Enerji Açığı
30.06.2025;15:00;2.985,00;1.755,00;1.702,35;3.074,55;Enerji Fazlası
30.06.2025;16:00;3.298,00;650,00;630,50;3.396,94;Enerji Fazlası
30.06.2025;17:00;3.220,01;2.000,00;1.940,00;3.316,61;Enerji Fazlası
30.06.2025;18:00;3.097,11;3.290,58;3.004,20;3.389,30;Enerji Açığı
30.06.2025;19:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
30.06.2025;20:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
30.06.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
30.06.2025;22:00;3.370,01;3.400,00;3.268,91;3.502,00;Enerji Açığı
30.06.2025;23:00;3.155,00;3.400,00;3.060,35;3.502,00;Enerji Açığı
01.07.2025;00:00;3.200,01;3.390,00;3.104,01;3.491,70;Enerji Açığı
01.07.2025;01:00;3.200,01;3.390,00;3.104,01;3.491,70;Enerji Açığı
01.07.2025;02:00;3.190,00;3.390,00;3.094,30;3.491,70;Enerji Açığı
01.07.2025;03:00;3.200,00;3.250,00;3.104,00;3.347,50;Enerji Açığı
01.07.2025;04:00;3.154,07;3.154,07;3.059,45;3.248,69;Enerji Açığı
01.07.2025;05:00;3.054,71;3.054,71;2.963,07;3.146,35;Enerji Açığı
01.07.2025;06:00;2.909,00;3.118,88;2.821,73;3.212,45;Enerji Açığı
01.07.2025;07:00;2.527,00;3.118,88;2.451,19;3.212,45;Enerji Açığı
01.07.2025;08:00;3.284,70;3.350,00;3.186,16;3.450,50;Enerji Açığı
01.07.2025;09:00;3.214,84;3.348,00;3.118,39;3.448,44;Enerji Açığı
01.07.2025;10:00;2.984,99;3.150,00;2.895,44;3.244,50;Enerji Açığı
01.07.2025;11:00;3.079,07;3.118,88;2.986,70;3.212,45;Enerji Açığı
01.07.2025;12:00;1.400,00;2.700,00;1.358,00;2.781,00;Enerji Açığı
01.07.2025;13:00;2.327,99;3.118,88;2.258,15;3.212,45;Enerji Açığı
01.07.2025;14:00;2.974,01;3.290,58;2.884,79;3.389,30;Enerji Açığı
01.07.2025;15:00;2.874,00;3.200,00;2.787,78;3.296,00;Enerji Açığı
01.07.2025;16:00;3.125,00;2.627,00;2.548,19;3.218,75;Enerji Fazlası
01.07.2025;17:00;2.998,01;3.100,00;2.908,07;3.193,00;Enerji Açığı
01.07.2025;18:00;3.150,83;3.189,00;3.056,31;3.284,67;Enerji Açığı
01.07.2025;19:00;3.275,08;3.400,00;3.176,83;3.502,00;Enerji Açığı
01.07.2025;20:00;3.359,99;3.400,00;3.259,19;3.502,00;Enerji Açığı
01.07.2025;21:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açığı
01.07.2025;22:00;3.068,00;3.068,00;2.975,96;3.160,04;Enerji Açığı
01.07.2025;23:00;2.972,08;2.197,00;2.131,09;3.061,24;Enerji Fazlası
02.07.2025;00:00;2.998,00;2.263,00;2.195,11;3.087,94;Enerji Fazlası
02.07.2025;01:00;2.917,87;2.917,87;2.830,33;3.005,41;Enerji Açığı
02.07.2025;02:00;2.650,00;2.650,00;2.570,50;2.729,50;Enerji Açığı
02.07.2025;03:00;2.800,00;2.197,00;2.131,09;2.884,00;Enerji Fazlası
02.07.2025;04:00;2.925,00;2.266,00;2.198,02;3.012,75;Enerji Fazlası
02.07.2025;05:00;3.083,03;3.083,03;2.990,54;3.175,52;Enerji Açığı
02.07.2025;06:00;2.893,93;3.000,00;2.807,11;3.090,00;Enerji Açığı
02.07.2025;07:00;1.374,50;1.374,50;1.333,26;1.415,74;Enerji Açığı
02.07.2025;08:00;3.200,00;3.200,00;3.104,00;3.296,00;Enerji Açığı
02.07.2025;09:00;2.998,01;3.100,00;2.908,07;3.193,00;Enerji Açığı
02.07.2025;10:00;1.899,99;2.747,99;1.842,99;2.830,43;Enerji Açığı
02.07.2025;11:00;1.899,98;1.899,98;1.842,98;1.956,98;Enerji Açığı
02.07.2025;12:00;783,27;783,27;759,77;806,77;Dengede
02.07.2025;13:00;1.899,99;1.000,00;970,00;1.956,99;Enerji Fazlası
02.07.2025;14:00;2.030,01;2.948,19;1.969,11;3.036,64;Enerji Açığı
02.07.2025;15:00;2.395,01;2.948,19;2.323,16;3.036,64;Enerji Açığı
02.07.2025;16:00;2.926,21;1.426,21;1.383,42;3.014,00;Enerji Fazlası
02.07.2025;17:00;2.622,23;2.632,23;2.543,56;2.711,20;Enerji Açığı
02.07.2025;18:00;2.998,01;3.118,88;2.908,07;3.212,45;Enerji Açığı
02.07.2025;19:00;3.360,00;3.400,00;3.259,20;3.502,00;Enerji Açığı
02.07.2025;20:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açığı
02.07.2025;21:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açığı
02.07.2025;22:00;3.275,07;3.307,65;3.176,82;3.406,88;Enerji Açığı
02.07.2025;23:00;2.994,01;3.023,20;2.904,19;3.113,90;Enerji Açığı
03.07.2025;00:00;2.966,48;2.966,48;2.877,49;3.055,47;Enerji Açığı
03.07.2025;01:00;2.931,10;3.118,88;2.843,17;3.212,45;Enerji Açığı
03.07.2025;02:00;2.900,01;3.118,88;2.813,01;3.212,45;Enerji Açığı
03.07.2025;03:00;3.115,08;3.144,27;3.021,63;3.238,60;Enerji Açığı
03.07.2025;04:00;2.882,01;2.948,19;2.795,55;3.036,64;Enerji Açığı
03.07.2025;05:00;2.510,10;3.118,88;2.434,80;3.212,45;Enerji Açığı
03.07.2025;06:00;1.899,99;3.280,00;1.842,99;3.378,40;Enerji Açığı
03.07.2025;07:00;689,57;3.160,00;668,88;3.254,80;Enerji Açığı
03.07.2025;08:00;2.025,11;3.325,11;1.964,36;3.424,86;Enerji Açığı
03.07.2025;09:00;1.899,99;3.350,00;1.842,99;3.450,50;Enerji Açığı
03.07.2025;10:00;1.399,99;520,00;504,40;1.441,99;Enerji Fazlası
03.07.2025;11:00;1.572,18;1.847,88;1.525,01;1.903,32;Enerji Açığı
03.07.2025;12:00;1.050,00;650,00;630,50;1.081,50;Enerji Fazlası
03.07.2025;13:00;1.750,01;650,00;630,50;1.802,51;Enerji Fazlası
03.07.2025;14:00;1.899,98;500,00;485,00;1.956,98;Enerji Fazlası
03.07.2025;15:00;1.899,98;650,00;630,50;1.956,98;Enerji Fazlası
03.07.2025;16:00;2.783,63;3.118,88;2.700,12;3.212,45;Enerji Açığı
03.07.2025;17:00;3.092,00;3.121,19;2.999,24;3.214,83;Enerji Açığı
03.07.2025;18:00;2.500,01;3.098,00;2.425,01;3.190,94;Enerji Açığı
03.07.2025;19:00;3.238,08;3.400,00;3.140,94;3.502,00;Enerji Açığı
03.07.2025;20:00;3.350,00;3.400,00;3.249,50;3.502,00;Enerji Açığı
03.07.2025;21:00;3.390,06;3.400,00;3.288,36;3.502,00;Enerji Açığı
03.07.2025;22:00;3.232,75;3.360,00;3.135,77;3.460,80;Enerji Açığı
03.07.2025;23:00;2.994,01;3.160,00;2.904,19;3.254,80;Enerji Açığı
04.07.2025;00:00;3.098,38;3.129,26;3.005,43;3.223,14;Enerji Açığı
04.07.2025;01:00;2.988,00;3.118,88;2.898,36;3.212,45;Enerji Açığı
04.07.2025;02:00;2.888,39;3.049,00;2.801,74;3.140,47;Enerji Açığı
04.07.2025;03:00;2.749,01;2.948,19;2.666,54;3.036,64;Enerji Açığı
04.07.2025;04:00;2.898,00;2.898,00;2.811,06;2.984,94;Enerji Açığı
04.07.2025;05:00;3.360,00;3.389,19;3.259,20;3.490,87;Enerji Açığı
04.07.2025;06:00;2.988,00;3.118,88;2.898,36;3.212,45;Enerji Açığı
04.07.2025;07:00;1.899,99;2.900,00;1.842,99;2.987,00;Enerji Açığı
04.07.2025;08:00;3.231,64;3.260,83;3.134,69;3.358,65;Enerji Açığı
04.07.2025;09:00;3.198,00;3.227,19;3.102,06;3.324,01;Enerji Açığı
04.07.2025;10:00;2.500,00;2.948,19;2.425,00;3.036,64;Enerji Açığı
04.07.2025;11:00;2.598,00;3.118,88;2.520,06;3.212,45;Enerji Açığı
04.07.2025;12:00;1.400,00;1.400,00;1.358,00;1.442,00;Enerji Açığı
04.07.2025;13:00;1.559,99;520,00;504,40;1.606,79;Enerji Fazlası
04.07.2025;14:00;2.909,62;3.298,00;2.822,33;3.396,94;Enerji Açığı
04.07.2025;15:00;2.872,00;3.118,88;2.785,84;3.212,45;Enerji Açığı
04.07.2025;16:00;2.625,00;3.000,00;2.546,25;3.090,00;Enerji Açığı
04.07.2025;17:00;2.749,00;2.948,19;2.666,53;3.036,64;Enerji Açığı
04.07.2025;18:00;2.878,01;2.948,19;2.791,67;3.036,64;Enerji Açığı
04.07.2025;19:00;3.238,39;3.290,58;3.141,24;3.389,30;Enerji Açığı
04.07.2025;20:00;3.313,92;3.400,00;3.214,50;3.502,00;Enerji Açığı
04.07.2025;21:00;3.400,00;3.400,00;3.298,00;3.502,00;Enerji Açığı
04.07.2025;22:00;3.155,00;3.185,88;3.060,35;3.281,46;Enerji Açığı
04.07.2025;23:00;3.078,00;3.107,19;2.985,66;3.200,41;Enerji Açığı
05.07.2025;00:00;3.092,00;3.121,19;2.999,24;3.214,83;Enerji Açığı
05.07.2025;01:00;3.038,38;3.118,88;2.947,23;3.212,45;Enerji Açığı
05.07.2025;02:00;2.990,98;3.236,00;2.901,25;3.333,08;Enerji Açığı
05.07.2025;03:00;3.043,17;3.290,58;2.951,87;3.389,30;Enerji Açığı
05.07.2025;04:00;2.700,00;3.236,00;2.619,00;3.333,08;Enerji Açığı
05.07.2025;05:00;3.072,55;3.072,55;2.980,37;3.164,73;Enerji Açığı
05.07.2025;06:00;2.985,01;1.736,00;1.683,92;3.074,56;Enerji Fazlası
05.07.2025;07:00;1.999,99;1.999,99;1.939,99;2.059,99;Enerji Açığı
05.07.2025;08:00;3.092,01;600,00;582,00;3.184,77;Enerji Fazlası
05.07.2025;09:00;3.137,21;520,00;504,40;3.231,33;Enerji Fazlası
05.07.2025;10:00;2.888,89;520,00;504,40;2.975,56;Enerji Fazlası
05.07.2025;11:00;1.899,91;520,00;504,40;1.956,91;Enerji Fazlası
05.07.2025;12:00;1.500,01;520,00;504,40;1.545,01;Enerji Fazlası
05.07.2025;13:00;1.897,99;1.568,99;1.521,92;1.954,93;Enerji Fazlası
05.07.2025;14:00;1.684,99;1.355,99;1.315,31;1.735,54;Enerji Fazlası
05.07.2025;15:00;1.898,00;650,00;630,50;1.954,94;Enerji Fazlası
05.07.2025;16:00;2.807,30;650,00;630,50;2.891,52;Enerji Fazlası
05.07.2025;17:00;2.599,99;2.599,99;2.521,99;2.677,99;Enerji Açığı
05.07.2025;18:00;3.092,01;2.763,01;2.680,12;3.184,77;Enerji Fazlası
05.07.2025;19:00;3.359,99;3.400,00;3.259,19;3.502,00;Enerji Açığı
05.07.2025;20:00;3.363,13;3.400,00;3.262,24;3.502,00;Enerji Açığı
05.07.2025;21:00;3.359,99;3.400,00;3.259,19;3.502,00;Enerji Açığı
05.07.2025;22:00;3.098,38;2.500,38;2.425,37;3.191,33;Enerji Fazlası
